age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
42,F,584,En Couple,4,false,4529 MY 64
82,M,177,En Couple,1,true,1551 KH 74
35,M,968,En Couple,3,false,7123 JL 28
28,M,756,Célibataire,0,false,4744 QE 63
34,M,837,En Couple,1,true,8626 KF 36
19,F,402,En Couple,1,false,9145 WQ 79
70,M,1308,Célibataire,0,false,3536 OQ 39
49,M,164,En Couple,1,false,8198 HB 97
49,M,223,En Couple,2,false,4905 WH 29
45,F,423,Célibataire,0,false,2065 KN 86
25,N/D,1220,En Couple,4,false,1008 ZX 49
39,F,155,En Couple,3,false,6564 OL 21
25,M,202,Célibataire,0,false,1575 TI 13
28,M,477,En Couple,0,false,628 KT 57
33,M,231,Célibataire,0,false,2101 AH 88
29,M,428,Célibataire,0,false,9773 CM 28
79,F,539,Célibataire,0,false,6095 UI 86
22,M,460,En Couple,1,true,442 VM 65
42,M,433,En Couple,0,false,2209 RU 32
33,F,235,Célibataire,0,false,955 ID 32
18,M,507,En Couple,0,false,4932 ON 42
22,M,433,Célibataire,0,false,9086 MJ 39
18,M,216,En Couple,2,false,3528 BD 36
64,M,231,En Couple,4,false,7400 OX 73
59,M,1226,En Couple,2,false,7528 EB 20
47,M,800,En Couple,1,false,9467 HW 40
51,M,827,En Couple,4,false,1051 PC 56
23,M,212,En Couple,3,false,3872 NQ 74
20,M,158,En Couple,2,false,1406 TP 51
35,M,565,Célibataire,0,false,2220 XJ 78
27,F,1177,En Couple,2,false,5372 VA 68
35,M,434,En Couple,1,true,5196 FF 59
36,M,238,En Couple,2,false,2088 PP 68
29,M,468,En Couple,2,false,9162 EI 19
53,M,765,Célibataire,0,false,3504 DR 34
28,M,173,En Couple,0,false,9879 NG 36
59,M,153,En Couple,1,false,1049 EA 11
35,M,992,Célibataire,0,false,9153 UK 54
80,Masculin,1067,En Couple,0,false,1719 EO 89
20,M,440,En Couple,3,false,108 BT 97
54,M,759,En Couple,0,false,5571 LS 75
63,F,527,Célibataire,0,false,3706 JA 71
21,M,179,Célibataire,0,false,7124 PN 29
34,F,793,Célibataire,0,false,6037 NI 24
35,M,1382,En Couple,4,false,5417 KB 49
41,M,765,En Couple,4,false,9313 PN 59
26,M,244,En Couple,3,false,3531 RX 15
36,M,248,Célibataire,0,false,5325 ZM 19
43,F,174,En Couple,4,true,2013 EF 30
30,F,235,En Couple,1,false,6592 EO 59
79,M,979,En Couple,4,false,6749 KU 12
75,M,241,Célibataire,0,false,349 OV 62
30,M,403,En Couple,1,false,530 BP 26
25,F,783,Célibataire,0,false,3025 XD 25
32,M,514,En Couple,0,true,4013 IB 70
34,M,463,En Couple,3,false,226 GQ 94
19,M,545,Célibataire,0,false,5082 CK 81
46,M,727,En Couple,0,false,1359 FH 80
19,F,587,Célibataire,0,false,6926 JU 81
59,M,403,En Couple,1,false,7668 AS 90
18,F,998,En Couple,4,false,8440 CC 36
54,M,947,Marié(e),3,false,6836 FG 13
26,M,516,En Couple,1,false,7409 RK 46
25,M,1287,En Couple,1,false,3039 RX 87
39,F,529,En Couple,0,true,3582 VD 91
39,F,537,Célibataire,0,false,1500 TX 73
80,M,556,En Couple,0,false,8699 HP 95
34,M,903,Célibataire,0,false,3805 KL 96
57,M,985,En Couple,1,true,2191 PR 28
59,M,547,En Couple,1,false,9871 OH 15
47,M,979,En Couple,-1,false,9980 TE 92
36,M,1115,Célibataire,0,false,985 BG 59
82,M,196,En Couple,3,true,5725 EI 63
43,M,480,En Couple,2,false,7706 VO 69
50,M,578,En Couple,2,false,9479 WT 78
59,F,751,En Couple,1,false,4268 VB 80
67,M,528,Célibataire,0,false,3034 ST 69
22,M,472,En Couple,0,false,8309 SO 83
52,M,597,Célibataire,0,false,3472 MR 66
44,M,404,En Couple,3,false,8531 IM 94
40,M,529,Seule,3,false,3050 IL 75
-1,M,422,En Couple,4,false,6989 LJ 20
35,F,550,En Couple,1,false,7271 MQ 46
20,M,538,En Couple,2,false,6742 EI 61
26,M,486,En Couple,0,false,2799 WC 61
45,F,184,En Couple,3,false,1019 KC 59
27,F,578,En Couple,4,false,6305 CJ 76
38,M,564,En Couple,1,false,4081 PY 26
40,M,565,En Couple,4,false,2987 HY 30
20,M,1043,En Couple,2,true,9274 AB 13
29,M,469,En Couple,2,false,8928 RU 65
24,F,1033,Célibataire,0,false,1838 LL 24
47,F,198,Seule,2,false,6752 FM 76
53,M,801,En Couple,3,true,8852 VH 53
49,M,1047,En Couple,1,false,5365 CW 97
29,M,412,En Couple,4,false,9368 LJ 51
19,M,574,Célibataire,0,false,242 RT 46
31,M,569,Célibataire,0,false,9380 RE 69
46,M,458,En Couple,0,false,7220 EE 68
57,M,550,En Couple,1,false,9353 WS 26
56,F,1355,Seule,3,false,675 NY 53
29,F,562,Célibataire,0,false,8484 LG 64
42,M,419,En Couple,1,false,7391 ED 25
58,M,992,En Couple,0,true,2555 CT 97
19,M,525,En Couple,1,true,9540 EE 56
51,M,192,En Couple,2,true,2831 TO 18
50,F,515,En Couple,1,false,7480 IE 56
53,F,503,Seule,1,false,7386 RE 63
46,F,1056,En Couple,1,false,5722 AX 96
29,M,760,En Couple,0,false,1936 VU 67
34,F,1388,Célibataire,0,false,9090 KA 75
43,M,503,En Couple,0,false,6063 ZM 32
38,M,514,En Couple,2,false,8949 UH 29
39,M,216,En Couple,3,false,7184 TS 66
58,M,457,Seule,1,false,5760 YH 13
20,M,471,En Couple,3,false,4261 HS 28
40,F,1360,Célibataire,0,false,6554 TP 46
52,M,406,Célibataire,0,false,635 KG 73
37,M,538,En Couple,1,false,1444 VK 95
80,M,551,En Couple,0,false,9863 FF 79
45,F,761,Célibataire,0,false,1978 WU 32
67,M,920,En Couple,3,false,6107 FC 14
50,M,194,En Couple,4,true,5616 SV 54
59,M,545,En Couple,1,false,9535 MN 74
55,F,586,En Couple,1,false,5495 GO 67
59,F,852,Célibataire,0,false,2330 CU 46
35,M,932,En Couple,2,false,6375 VZ 55
41,M,500,Célibataire,0,false,3960 KB 85
30,F,478,En Couple,0,false,1893 GW 68
62,M,430,En Couple,2,false,2754 EA 19
55,M,163,Célibataire,0,false,60 AD 18
64,M,1186,En Couple,4,false,2524 IW 46
43,M,1220,Célibataire,0,false,9013 DK 96
81,M,869,En Couple,2,false,784 MA 77
18,F,489,En Couple,1,false,2081 MY 31
27,M,750,En Couple,0,false,8229 JX 64
28,M,238,En Couple,4,false,1290 GD 67
42,M,197,En Couple,3,false,4012 ST 30
48,M,474,Célibataire,0,false,4024 IX 48
28,M,1110,En Couple,2,false,8974 MA 57
22,F,943,En Couple,4,false,5640 HG 32
71,M,160,En Couple,3,false,7377 PV 80
27,M,562,Célibataire,0,false,6260 FJ 69
56,F,588,Seule,3,false,2386 BR 44
37,M,448,Seule,1,false,6591 VC 29
53,M,705,Célibataire,0,false,6730 SF 45
65,F,1389,En Couple,1,true,103 SI 60
41,F,169,Célibataire,0,false,539 NW 78
55,M,874,Célibataire,0,false,4452 GA 79
30,M,213,Célibataire,0,false,8322 XS 56
22,M,1335,Célibataire,0,false,1653 KJ 33
48,M,465,Célibataire,0,false,4132 KQ 53
21,F,543,En Couple,1,false,4135 TZ 29
37,M,166,En Couple,4,true,9426 XB 75
33,M,822,Célibataire,0,false,1167 TD 47
22,M,455,En Couple,4,false,2647 YP 80
46,F,528,En Couple,1,true,9580 UL 52
66,M,185,En Couple,2,false,6358 ZT 81
36,M,430,Célibataire,0,false,3000 XH 49
42,F,502,En Couple,0,false,2014 BD 71
70,F,564,Célibataire,0,false,2150 LD 23
67,M,410,En Couple,1,false,3272 ZF 40
78,F,868,Célibataire,0,false,6242 IA 25
78,M,445,En Couple,0,false,8693 MO 12
44,M,590,En Couple,0,false,9750 PL 82
34,M,549,En Couple,1,true,7250 UY 44
46,M,159,En Couple,1,true,3729 SZ 89
28,M,198,En Couple,2,false,8357 XP 13
30,M,580,En Couple,2,false,5135 PE 24
34,M,964,Célibataire,0,false,6654 TD 29
25,M,592,En Couple,2,false,9750 SD 83
73,M,1137,En Couple,4,false,9801 VE 60
26,M,729,En Couple,3,false,9252 SZ 41
19,F,500,En Couple,2,false,1705 FY 53
25,M,1349,En Couple,4,false,4884 DV 75
38,M,1182,Célibataire,0,false,3132 WY 34
20,M,231,En Couple,0,false,4248 DN 83
69,M,450,Seule,2,false,6331 UY 38
68,M,1201,En Couple,0,false,2941 RI 72
35,M,457,En Couple,1,true,1976 EC 32
28,M,164,Célibataire,0,false,4076 UH 90
80,F,469,En Couple,0,false,4671 YE 22
25,M,180,Célibataire,0,false,133 ZJ 48
64,M,599,En Couple,0,false,6135 RS 69
59,M,495,En Couple,2,false,3619 XN 12
73,M,1189,Célibataire,0,false,6736 RQ 65
46,M,444,En Couple,1,false,7868 ZB 19
78,M,540,En Couple,4,false,1525 HP 71
58,M,547,Marié(e),0,false,9472 MX 92
46,F,590,En Couple,3,true,4777 SZ 84
39,M,815,En Couple,4,true,1255 XD 88
22,M,215,En Couple,2,true,6587 VC 61
49,M,1369,Célibataire,0,false,1861 XG 70
24,M,542,En Couple,3,false,4003 ON 54
19,F,182,Célibataire,0,false,3559 QE 96
47,F,218,En Couple,1,false,7748 VE 51
32,F,454,En Couple,4,false,4309 CZ 10
22,M,938,En Couple,4,false,1962 OZ 66
22,M,1302,Célibataire,0,false,9712 DP 84
51,M,481,En Couple,0,true,9019 WU 35
65,F,415,Célibataire,0,false,2210 MW 14
46,F,1325,En Couple,3,false,3672 OM 82
50,M,458,En Couple,2,false,2834 PF 92
35,M,754,Célibataire,0,false,1322 RT 25
35,M,477,En Couple,4,false,6175 CV 80
28,F,159,En Couple,1,false,1607 GN 13
84,M,754,Célibataire,0,false,6802 NJ 79
45,M,431,Seule,1,false,2124 DY 15
52,F,491,Célibataire,0,false,8670 ZB 26
32,M,186,En Couple,1,false,2978 YQ 45
19,M,199,Seule,1,false,4161 NI 10
44,M,582,En Couple,2,true,1706 XF 14
46,Masculin,778,En Couple,3,false,4082 OL 38
35,M,410,En Couple,0,false,2387 VH 47
53,M,531,En Couple,1,false,851 FI 84
51,M,464,En Couple,3,false,369 PI 24
39,M,183,En Couple,3,false,925 CB 68
49,M,568,Célibataire,0,false,7909 AE 10
78,F,883,Célibataire,0,false,2264 TX 19
57,M,484,En Couple,1,true,5657 PM 16
59,F,482,En Couple,0,false,2738 JL 91
46,M,237,En Couple,3,false,4146 IU 74
60,M,161,Célibataire,0,false,2165 TN 85
33,M,185,En Couple,0,false,206 XC 87
51,M,167,En Couple,3,false,4307 AA 23
54,M,1126,En Couple,0,true,4709 ZV 56
25,M,414,En Couple,2,false,2827 VL 63
35,M,992,En Couple,0,false,6650 DU 19
27,F,169,En Couple,3,false,83 CJ 69
28,M,461,En Couple,0,false,5033 ZM 83
26,F,552,Célibataire,0,false,6653 YQ 15
65,M,405,En Couple,3,true,8232 HP 96
29,M,549,En Couple,0,false,3940 IW 93
21,F,523,En Couple,2,false,7095 UD 55
42,M,939,En Couple,2,false,6078 JT 68
27,F,775,En Couple,0,false,818 HW 30
41,M,505,En Couple,4,false,8969 QN 71
50,Femme,442,En Couple,2,false,9595 XI 37
29,M,823,Marié(e),3,true,8287 US 53
57,M,170,En Couple,1,false,7586 UD 79
41,M,542,Célibataire,0,false,3940 BL 63
20,?,556,En Couple,2,false,9807 XB 63
39,M,934,En Couple,4,false,4340 XX 93
31,M,1017,En Couple,0,false,5684 CE 89
72,F,182,En Couple,0,false,8455 PP 32
18,F,550,En Couple,4,false,9661 PH 66
77,M,537,En Couple,3,false,1039 VQ 34
29,M,1255,Célibataire,0,false,9009 PM 80
61,F,1233,Célibataire,0,false,9974 BZ 76
18,M,506,En Couple,1,false,1392 ZB 51
70,M,1330,En Couple,4,false,355 IK 82
32,F,206,En Couple,3,false,8932 DG 83
22,F,441,En Couple,1,false,4787 NH 49
63,M,1261,En Couple,3,true,8066 FC 92
29,M,1121,Célibataire,0,false,4257 CI 44
55,M,541,Célibataire,0,false,9192 KR 49
57,M,722,Célibataire,0,false,4992 EB 45
18,F,1303,En Couple,1,false,5214 BC 59
23,M,746,Célibataire,0,false,8621 OE 97
43,M,512,En Couple,1,true,2807 DT 60
35,M,172,Célibataire,0,false,4687 YJ 23
26,F,586,En Couple,2,false,2462 GA 21
57,M,169,Célibataire,0,false,4809 NR 44
84,M,978,En Couple,0,false,2971 SB 32
43,M,453,Célibataire,0,false,6420 TA 41
52,M,1211,En Couple,2,true,6046 NP 11
81,M,1164,Célibataire,0,false,7511 PH 51
43,F,506,Célibataire,0,false,3952 KY 72
80,F,585,Célibataire,0,false,4689 CA 26
30,M,431,Célibataire,0,false,3734 XO 63
25,M,1166,Célibataire,0,false,3483 XD 92
20,M,565,En Couple,1,false,927 GH 57
80,M,412,En Couple,0,false,7608 UA 15
50,Féminin,237,En Couple,1,false,8531 AJ 40
39,M,1074,Célibataire,0,false,9941 MF 26
37,M,443,En Couple,2,false,1588 TO 33
34,M,418,En Couple,2,true,4539 AM 69
32,F,1179,En Couple,4,false,9086 SZ 19
28,M,595,Célibataire,0,false,2746 IM 80
61,M,570,En Couple,3,false,9879 QR 51
57,M,432,Célibataire,0,false,606 NI 66
39,M,478,Célibataire,0,false,1233 FW 70
84,M,485,En Couple,2,false,1035 FV 82
43,M,786,En Couple,3,false,3958 TK 12
54,M,518,En Couple,3,false,4066 NI 22
72,M,515,Célibataire,0,false,8792 MC 17
57,M,914,En Couple,3,false,3356 YW 15
59,M,498,En Couple,4,true,4328 BM 60
29,M,431,En Couple,3,false,4139 GW 72
21,M,1304,Célibataire,0,false,7021 GJ 64
52,F,518,Célibataire,0,false,829 KF 43
25,F,577,Célibataire,0,false,9338 SH 98
29,M,488,Célibataire,0,false,346 LH 57
23,M,511,En Couple,?,false,2218 QS 32
55,M,733,Célibataire,0,false,5971 OV 31
46,F,487,En Couple,2,false,3493 ID 54
28,F,725,En Couple,1,false,3859 TH 61
22,F,212,En Couple,2,false,6459 OZ 66
25,M,1169,En Couple,1,false,4783 NA 66
79,M,566,En Couple,4,false,4501 ZK 14
31,M,561,En Couple,1,false,4679 WF 44
65,F,176,En Couple,3,true,1960 UC 22
51,F,997,En Couple,2,false,3252 CL 65
32,M,510,En Couple,0,false,9299 FX 26
33,M,1182,Célibataire,0,false,3194 FD 11
23,M,249,En Couple,2,false,4701 MX 66
60,M,1122,En Couple,1,false,9461 TQ 75
36,M,821,Célibataire,0,false,9498 LR 37
25,M,248,En Couple,2,false,8237 UV 81
83,F,543,Célibataire,0,false,6437 LL 68
40,M,157,En Couple,2,true,3572 IK 23
27,M,192,En Couple,1,false,5365 LH 25
21,M,1193,En Couple,0,false,3780 DR 68
42,M,509,Seule,1,false,3161 FY 71
83,M,1242,En Couple,3,false,2243 XN 44
56,M,468,En Couple,0,false,8141 HP 62
77,M,456,En Couple,4,false,4560 ZA 79
18,F,565,En Couple,0,false,3317 WN 96
32,M,751,Célibataire,0,false,8725 YS 60
30,M,170,Célibataire,0,false,1535 ZM 65
34,M,245,Célibataire,0,false,5541 PR 42
84,M,1362,Célibataire,0,false,7635 VH 13
18,F,1312,Célibataire,0,false,4444 MP 79
46,F,564,Célibataire,0,false,2099 XO 17
58,F,1239,Célibataire,0,false,8148 KI 52
27,M,474,En Couple,1,false,4909 UP 23
58,M,505,En Couple,2,false,2316 WR 76
28,M,499,En Couple,0,false,6710 YO 28
56,M,235,Célibataire,0,false,1888 JP 46
25,M,510,Célibataire,0,false,9998 PL 98
27,M,524,Célibataire,0,false,358 OH 37
55,F,495,Seule,2,false,5968 PT 49
30,M,444,En Couple,4,false,8012 VB 12
56,M,204,En Couple,0,true,3696 IF 94
47,F,508,Célibataire,0,false,7677 RV 43
19,F,533,En Couple,4,false,8029 YT 59
21,M,870,Célibataire,0,false,2683 ZP 35
58,M,415,Célibataire,0,false,1086 CB 31
58,M,849,En Couple,4,false,2275 PZ 84
48,M,984,En Couple,0,false,8919 LE 38
24,M,747,En Couple,2,false,1918 UX 53
27,F,454,Célibataire,0,false,7827 KM 80
65,M,236,Célibataire,0,false,8220 EI 55
41,M,249,En Couple,1,false,4840 EP 19
21,M,553,Célibataire,0,false,1368 PX 29
22,M,731,En Couple,4,false,1736 KW 60
64,M,501,Célibataire,0,false,5209 JQ 20
47,M,492,En Couple,0,false,9900 SU 53
50,M,182,En Couple,2,true,1932 IW 22
53,M,440,En Couple,1,false,8633 SW 21
47,F,224,En Couple,0,false,4621 HC 53
29,F,180,En Couple,2,false,780 TO 55
37,M,453,Célibataire,0,false,9997 WJ 56
37,F,967,Célibataire,0,false,6639 WP 27
32,M,404,En Couple,2,false,5706 TS 19
66,F,494,Célibataire,0,false,3060 AL 10
45,F,484,En Couple,0,true,5132 VC 53
58,M,499,En Couple, ,false,9990 HU 42
23,M,828,En Couple,4,false,4435 MZ 33
47,M,245,En Couple,0,false,5100 FR 72
34,F,517,Célibataire,0,false,9244 FL 55
36,F,798,Seule,1,false,136 BB 93
18,F,755,Célibataire,0,false,363 SV 14
20,M,562,Célibataire,0,false,3202 BB 93
55,M,590,Célibataire,0,false,9392 NL 91
39,F,539,En Couple,1,false,9583 OW 83
74,M,530,En Couple,1,true,2196 TS 13
27,F,552,En Couple,1,false,4125 ZX 82
24,M,432,En Couple,1,false,5370 KD 73
54,M,554,En Couple,3,true,6582 RD 95
32,F,985,Célibataire,0,false,9376 ND 70
26,M,424,En Couple,1,false,394 WN 86
42,M,217,En Couple,2,true,6093 XN 26
65,F,559,Célibataire,0,false,7543 MU 45
32,M,518,En Couple,0,false,8290 MR 67
47,F,213,En Couple,2,false,882 CX 44
38,M,1338,En Couple,1,false,2299 YI 64
24,M,237,En Couple,4,true,1837 VS 81
25,M,516,En Couple,1,false,6141 KT 67
26,M,983,En Couple,2,true,1089 UX 66
49,M,583,Seule,2,false,2375 XC 33
57,M,1034,En Couple,4,false,6050 YH 15
28,F,1341,Célibataire,0,false,83 YL 89
71,F,411,Célibataire,0,false,8512 GZ 40
23,M,988,En Couple,1,false,6867 EI 73
59,F,567,Célibataire,0,false,2850 GI 41
28,M,211,En Couple,3,true,950 FZ 39
78,M,1323,En Couple,3,true,2858 QL 79
22,M,565,En Couple,1,false,3138 JZ 77
74,M,943,Célibataire,0,false,4549 AO 82
35,M,434,En Couple,4,false,8297 RB 69
18,M,1193,En Couple,0,false,7386 IO 16
22,M,1264,Célibataire,0,false,2022 XO 46
28,F,769,Célibataire,0,false,4712 IM 97
45,M,447,Célibataire,0,false,8031 EG 25
23, ,1214,En Couple,2,false,4826 VK 66
56,M,860,Célibataire,0,false,2594 ES 18
18,M,594,En Couple,2,false,7684 QC 52
42,M,229,Célibataire,0,false,105 JX 60
22,M,1106,En Couple,1,false,5060 NQ 24
41,M,562,En Couple,4,false,2248 PO 43
29,F,519,En Couple,4,true,3235 QM 23
22,M,920,Célibataire,0,false,7627 PD 87
33,F,1371,En Couple,4,true,3476 JH 96
84,M,538,En Couple,0,false,6379 GC 16
73,M,1128,En Couple,1,false,1554 NM 65
18,N/D,554,En Couple,2,true,4775 RS 77
75,F,479,Célibataire,0,false,1699 XI 75
56,M,493,Seule,1,false,1405 YI 56
37,M,528,En Couple,2,false,4872 NT 78
51,M,454,En Couple,1,false,6832 FC 78
65,M,1372,En Couple,1,false,3212 EZ 19
29,M,1329,En Couple,1,false,6048 VV 34
22,M,592,En Couple,0,false,1875 QN 25
47,F,1292,Célibataire,0,false,6023 LD 18
50,M,528,En Couple,2,true,218 DG 19
67,M,509,Célibataire,0,false,4808 GN 19
51,M,462,Seule,3,false,5803 SN 88
69,M,865,Célibataire,0,false,9104 LZ 12
19,F,590,Célibataire,0,false,7831 NP 56
51,F,234,En Couple,3,false,4951 MK 94
54,M,1366,Seule,3,false,8571 CY 68
53,M,594,En Couple,0,false,5981 DY 94
28,M,403,Célibataire,0,false,5550 KP 38
39,M,585,Célibataire,0,false,8063 WB 63
50,F,432,En Couple,3,false,9311 NP 96
28,M,201,En Couple,1,false,8897 AM 57
53,M,548,Célibataire,0,false,5800 VN 41
18,M,223,En Couple,1,false,9314 PF 36
18,F,873,En Couple,3,false,8623 UH 54
19,M,1150,En Couple,3,true,5053 OF 40
20,M,450,Célibataire,0,false,6738 IH 37
56,M,877,Célibataire,0,false,9316 IL 32
53,M,212,En Couple,4,false,9624 PY 38
47,M,150,En Couple,1,false,9557 OX 31
22,F,1147,En Couple,2,false,9156 NM 88
68,M,245,En Couple,2,false,1527 SK 60
27,M,1078,Célibataire,0,false,7235 SQ 64
20,F,575,Célibataire,0,false,555 ME 38
80,F,400,Célibataire,0,false,2746 EQ 88
37,M,446,Célibataire,0,false,9213 SQ 44
44,M,1214,En Couple,1,true,1211 DH 67
50,F,479,En Couple,3,false,8097 HK 53
56,M,223,En Couple,1,false,9854 US 13
51,M,209,En Couple,0,false,8632 KP 93
21,M,438,En Couple,1,false,1722 BQ 74
29,F,541,Célibataire,0,false,5835 BZ 32
82,M,701,En Couple,0,false,155 JL 65
25,M,457,Marié(e),4,false,2380 BY 25
28,M,494,En Couple,2,false,1019 XG 73
28,M,462,En Couple,1,false,7833 BB 66
46,M,160,Célibataire,0,false,7035 QS 38
62, ,494,En Couple,0,false,6794 JT 55
73,M,401,En Couple,3,false,9256 UQ 96
62,M,187,En Couple,0,false,4528 UC 10
46,M,586,Célibataire,0,false,2808 HT 83
25,M,194,En Couple,4,false,7558 JP 41
60,M,1130,En Couple,1,false,5228 PV 56
25,F,518,Seule,1,false,593 LY 82
23,F,992,Seule,3,false,4446 OP 18
42,M,556,En Couple,4,false,8961 LQ 85
21,M,552,Célibataire,0,false,9089 ZV 55
25,M,159,En Couple,4,false,7184 FN 31
43,F,182,Célibataire,0,false,6054 LH 62
75,M,162,En Couple,2,false,5615 IL 65
31,M,239,En Couple,0,false,9763 UJ 69
58,M,732,Célibataire,0,false,9501 SJ 70
84,F,1001,Célibataire,0,false,9723 RZ 18
26,M,767,En Couple,0,true,4034 QL 65
42,M,902,En Couple,0,false,4042 RP 66
35,M,201,Marié(e),2,false,6541 OL 39
45,F,956,En Couple,2,false,1992 IE 98
55,F,549,Célibataire,0,false,3499 LU 91
36,M,1062,Célibataire,0,false,3683 QR 64
52,F,178,Célibataire,0,false,5921 JX 32
21,F,1160,Célibataire,0,false,5591 PT 62
56,M,464,En Couple,1,false,2062 RP 75
42,M,972,Célibataire,0,false,4839 RF 72
76,M,203,En Couple,2,false,8828 WL 44
25,F,169,Célibataire,0,false,2962 TR 26
19,M,449,En Couple,2,false,2430 MG 90
35,M,168,En Couple,1,false,8913 LN 96
48,M,592,Célibataire,0,false,6977 OP 82
59,M,229,Célibataire,0,false,213 LN 72
22,M,227,En Couple,0,false,828 EC 94
22,M,219,Seule,1,false,1691 VI 52
22,M,1156,Célibataire,0,false,8433 ZV 91
73,M,592,En Couple,2,false,4281 SF 98
59,M,584,Célibataire,0,false,3788 TN 27
76,F,533,En Couple,2,false,2848 NV 30
24,M,-1,Célibataire,0,false,8993 RL 87
43,M,183,Célibataire,0,false,3113 DN 95
32,M,1088,En Couple,4,true,3855 ZH 20
50,F,491,En Couple,2,true,3322 WJ 20
37,M,718,En Couple,2,true,5633 FQ 46
56,M,202,Marié(e),2,false,6032 VW 48
50,Masculin,477,En Couple,3,false,8424 XN 40
54,M,596,En Couple,3,false,132 MA 41
47,M,1052,En Couple,1,false,3396 EE 27
21,M,1055,Célibataire,0,false,8488 AG 70
30,M,864,En Couple,3,false,4523 ZO 86
80,M,968,En Couple,4,false,8777 DB 15
72,M,1260,En Couple,0,true,6878 TD 70
77,F,193,Célibataire,0,false,2348 OU 22
23,F,179,En Couple,4,false,3672 OI 22
46,M,211,En Couple,0,false,9074 OL 75
38,F,555,En Couple,1,false,304 KT 65
77,F,1042,En Couple,1,true,3014 LH 61
70,F,231,Célibataire,0,false,2435 WH 66
43,M,565,Célibataire,0,false,8427 OV 12
31, ,463,En Couple,4,false,972 NE 51
73,M,1038,En Couple,0,true,7984 IG 79
34,M,899,En Couple,0,false,3647 SB 43
43,M,479,Célibataire,0,false,6285 PZ 93
84,M,593,En Couple,1,false,9159 NQ 95
24,F,1166,Célibataire,0,false,5765 SN 79
22,M,157,Célibataire,0,false,3997 YC 71
22,F,463,Célibataire,0,false,6820 EZ 68
73,M,162,En Couple,1,false,2145 NG 58
29,M,583,Célibataire,0,false,4960 FM 71
38,M,568,Célibataire,0,false,4672 FM 60
42,F,915,Célibataire,0,false,6906 FC 77
51,F,1375,Célibataire,0,false,9758 ZY 98
22,M,545,Célibataire,0,false,3452 DJ 60
83,M,496,Seule,3,false,2667 MT 48
39,M,532,En Couple,0,false,3913 EJ 59
55,F,597,En Couple,2,false,1024 RJ 82
45,M,1306,Célibataire,0,false,4737 TF 36
57,F,541,En Couple,1,false,2112 IS 87
69,F,410,En Couple,3,false,3996 VR 23
62,M,971,Célibataire,0,false,6681 RT 68
49,Féminin,412,En Couple,2,false,6812 OI 21
78,F,413,En Couple,0,true,9650 MB 10
28,F,234,Célibataire,0,false,2605 GC 11
66,M,521,En Couple,1,false,3325 AN 66
55,M,463,En Couple,1,false,7879 ZZ 48
44,F,155,En Couple,1,false,4084 RT 54
26,M,982,Seule,1,false,7976 PQ 28
19,Féminin,882,Célibataire,0,false,1404 ZT 72
26,M,550,Seule,3,false,699 OJ 94
69,M,567,En Couple,4,false,2502 CU 44
45,F,594,Seule,1,false,4661 VL 77
34,F,573,Célibataire,0,false,907 OM 70
24,M,1245,En Couple,3,false,9940 BL 53
19,M,233,Célibataire,0,false,3998 OC 84
65,M,795,Célibataire,0,false,7121 XE 53
30,M,413,Célibataire,0,false,7819 HW 58
19,F,481,En Couple,2,true,7772 KZ 52
75,F,582,En Couple,1,false,8764 TX 61
47,M,464,Célibataire,0,false,8468 GK 54
47,M,234,En Couple,1,false,9856 JI 80
29,M,404,Célibataire,0,false,382 DZ 96
56,M,833,En Couple,0,true,7155 YH 37
74,M,580,Célibataire,0,false,8107 QR 45
47,M,836,En Couple,1,false,5434 TO 30
28,F,154,Seule,2,false,8836 WP 29
24,M,441,En Couple,0,false,9270 RZ 78
38,M,415,En Couple,0,false,3295 ED 25
50,F,1213,En Couple,0,false,5262 MB 39
77,F,531,En Couple,2,false,537 JA 61
43,M,502,En Couple,0,false,1575 RI 43
19,M,877,Seule,2,false,2075 DM 42
79,M,1172,En Couple,2,false,7741 UD 70
35,M,444,En Couple,2,false,3958 HM 36
78,M,468,En Couple,0,false,5544 OI 57
29,M,418,En Couple,3,false,8089 PD 36
28,M,407,Célibataire,0,false,8570 NR 93
26,M,238,Célibataire,0,false,6232 SF 31
66,M,738,En Couple,1,false,3005 VI 44
50,M,440,En Couple,1,true,7220 KI 96
21,M,1377,Célibataire,0,false,8392 TJ 15
72,F,433,En Couple,3,false,6583 DF 95
79,M,592,En Couple,2,false,8760 SB 88
56,F,190,Célibataire,0,false,5958 FX 98
28,M,424,En Couple,1,false,6216 OG 34
24,M,764,Célibataire,0,false,9599 JL 48
42,M,795,Célibataire,0,false,5931 RZ 54
68,M,517,Célibataire,0,false,426 YC 75
55,M,161,En Couple,4,true,5118 JQ 43
58,M,208,Célibataire,0,false,1258 FQ 90
35,M,1011,En Couple,0,true,7369 IL 73
60,M,848,En Couple,2,false,1307 OK 65
76,M,582,En Couple,4,false,7052 GQ 50
46,M,850,En Couple,0,true,1891 XL 92
19,F,851,En Couple,2,true,516 FG 74
31,M,452,Célibataire,0,false,4610 QD 20
35,M,517,Célibataire,0,false,6997 QK 49
25,M,505,Célibataire,0,false,579 MA 20
25,F,476,En Couple,1,false,7935 MC 25
62,M,186,En Couple,2,false,9003 FW 36
20,F,443,Célibataire,0,false,6730 XT 11
77,M,444,En Couple,2,false,887 MA 12
