"AGE","SEXE","TAUX","SITUATIONFAMILIALE","NBENFANTSACHARGE","DEUXIEMEVOITURE","IMMATRICULATION"
42,"M",578,"En Couple",0,"1","4554 AF 69"
55,"M",570,"En Couple",1,"1","5467 GD 92"
36,"M",1292,"Celibataire",0,"0","8957 LK 32"
52,"M",781,"Celibataire",0,"0","4115 NS 21"
79,"F",1202,"Celibataire",0,"0","7160 HS 52"
64,"M",592,"Celibataire",0,"0","7978 VT 24"
72,"M",584,"En Couple",4,"0","9325 KT 58"
27,"M",820,"En Couple",4,"0","706 YB 24"
29,"M",1211,"Celibataire",0,"0","1661 VR 46"
67,"M",1197,"En Couple",1,"0","6257 JC 48"
42,"M",712,"En Couple",2,"0","5984 KC 22"
47,"M",1248,"En Couple",2,"0","4056 ZA 27"
27,"M",599,"En Couple",0,"0","1426 BJ 56"
37,"M",552,"En Couple",1,"1","9576 TF 95"
21,"M",969,"Celibataire",0,"0","9898 KC 15"
20,"M",750,"Celibataire",0,"0","5257 SI 48"
26,"M",596,"Celibataire",0,"0","6961 MI 96"
18,"M",569,"En Couple",2,"1","1832 VE 21"
80,"M",701,"Celibataire",0,"0","7642 OE 42"
58,"F",962,"En Couple",2,"0","1781 BR 28"
23,"M",1241,"Celibataire",0,"0","3309 IC 67"
65,"M",570,"En Couple",4,"0","8198 YI 74"
57,"F",554,"Celibataire",0,"0","5069 FS 52"
24,"F",829,"En Couple",1,"1","5427 TM 41"
79,"F",1226,"En Couple",1,"0","9612 KL 41"
18,"M",717,"En Couple",1,"1","7624 EX 34"
47,"F",1025,"Celibataire",3,"0","1392 JF 17"
71,"M",546,"Celibataire",0,"0","9057 BI 63"
49,"M",1056,"En Couple",3,"0","4925 PA 20"
29,"M",581,"En Couple",2,"0","1463 QT 23"
58,"M",549,"En Couple",3,"0","7320 YX 95"
49,"M",586,"Celibataire",0,"0","5257 RQ 35"
34,"M",572,"Celibataire",0,"0","8896 TB 96"
21,"M",598,"Celibataire",0,"0","2493 FE 71"
37,"F",840,"En Couple",0,"0","7562 SM 84"
29,"M",981,"En Couple",1,"1","6619 IK 14"
40,"M",581,"En Couple",2,"0","8303 YQ 62"
23,"F",824,"En Couple",4,"0","4011 PD 68"
18,"M",1176,"En Couple",0,"0","1589 ZH 22"
18,"M",577,"En Couple",2,"0","810 HQ 75"
31,"M",1156,"En Couple",0,"0","8163 NA 27"
23,"M",1103,"En Couple",3,"0","5430 QJ 39"
28,"M",1357,"Celibataire",0,"0","1596 MQ 51"
60,"F",821,"En Couple",2,"1","8823 HI 78"
53,"M",551,"En Couple",1,"1","1421 KP 31"
38,"M",993,"Celibataire",0,"0","3731 OU 72"
40,"F",890,"Celibataire",0,"0","2604 VX 61"
26,"M",1276,"En Couple",4,"0","663 TJ 86"
19,"M",1228,"En Couple",2,"1","1820 CX 21"
36,"F",575,"En Couple",2,"1","4468 QG 38"
59,"M",547,"Celibataire",0,"0","8872 UK 96"
42,"F",1283,"Celibataire",0,"0","7677 MR 49"
33,"M",599,"En Couple",3,"0","5932 FF 35"
40,"F",573,"En Couple",1,"0","1984 PS 41"
28,"M",571,"En Couple",4,"0","7091 SM 75"
19,"M",591,"En Couple",0,"1","9712 GC 43"
80,"F",567,"Celibataire",0,"0","7081 QG 58"
44,"M",1220,"En Couple",1,"0","5443 TX 16"
39,"M",991,"En Couple",1,"0","5572 DJ 94"
58,"M",862,"En Couple",0,"0","1048 XY 62"
29,"F",591,"En Couple",0,"0","1123 PO 31"
56,"M",572,"Celibataire",0,"0","8648 UN 45"
52,"F",545,"Celibataire",0,"0","922 OI 43"
19,"M",577,"En Couple",3,"0","350 AR 69"
48,"M",565,"Celibataire",0,"0","5217 JN 72"
27,"M",549,"En Couple",1,"0","6065 VH 88"
21,"F",1247,"En Couple",4,"0","2549 AB 28"
67,"M",546,"En Couple",0,"1","5847 IP 71"
23,"M",1353,"En Couple",2,"0","4576 UB 48"
70,"M",1133,"En Couple",3,"1","1214 XQ 18"
30,"M",565,"En Couple",4,"0","4973 QL 77"
42,"M",586,"Celibataire",0,"0","3691 BV 72"
65,"F",564,"En Couple",0,"0","8705 NF 26"
44,"M",1337,"En Couple",1,"0","1842 XG 51"
58,"M",787,"En Couple",0,"0","1632 EI 78"
22,"F",1091,"Celibataire",0,"0","9843 DK 10"
52,"M",880,"Celibataire",0,"0","4930 IN 40"
51,"M",1364,"En Couple",2,"1","4726 EV 20"
48,"M",596,"En Couple",1,"0","9753 EQ 64"
75,"M",1184,"Celibataire",0,"0","4379 GW 65"
41,"M",793,"En Couple",3,"1","3077 TQ 87"
57,"M",592,"En Couple",1,"0","1665 OJ 42"
35,"M",811,"En Couple",1,"0","1801 FY 60"
35,"M",594,"Celibataire",0,"0","1742 IY 71"
30,"F",1077,"En Couple",2,"0","5221 RS 64"
72,"M",1010,"En Couple",4,"0","3917 DP 77"
75,"M",710,"Celibataire",1,"0","2823 BG 15"
69,"F",1182,"En Couple",4,"0","606 PF 34"
23,"F",1370,"En Couple",1,"0","4297 LW 11"
29,"F",1192,"Celibataire",1,"0","7236 BX 42"
40,"M",554,"En Couple",1,"1","6483 NU 84"
25,"M",1239,"En Couple",0,"0","4335 RG 37"
19,"M",1006,"Celibataire",0,"0","1685 OH 73"
70,"M",560,"Celibataire",0,"0","6414 PL 58"
45,"M",791,"Celibataire",2,"0","2442 TV 34"
45,"M",1174,"En Couple",0,"0","6092 UC 87"
38,"F",561,"Celibataire",1,"0","7248 XK 68"
81,"F",859,"En Couple",0,"0","366 ZP 86"
51,"F",1020,"Celibataire",0,"0","7721 AH 35"
28,"F",1164,"Celibataire",2,"0","9284 BS 74"
26,"F",931,"En Couple",4,"0","7538 FG 92"
20,"F",954,"En Couple",4,"0","5166 LB 94"
24,"M",974,"En Couple",2,"0","4786 QY 91"
45,"M",586,"En Couple",2,"0","9635 TF 30"
21,"M",729,"En Couple",2,"0","362 LG 61"
39,"M",589,"Celibataire",0,"0","1162 CC 39"
21,"F",843,"Celibataire",0,"0","1859 NK 18"
44,"F",1037,"Celibataire",0,"0","2846 VV 94"
53,"M",877,"Celibataire",0,"0","3741 RK 72"
43,"M",860,"En Couple",1,"1","5373 BF 54"
57,"F",546,"En Couple",0,"1","7757 MT 42"
59,"M",593,"Celibataire",0,"0","5970 GW 77"
70,"M",551,"Celibataire",0,"0","4704 WH 88"
47,"M",1321,"En Couple",0,"0","5484 OB 95"
74,"M",1066,"En Couple",0,"1","5063 AM 32"
45,"M",1090,"Celibataire",0,"0","9677 YH 55"
28,"M",589,"Celibataire",0,"0","7558 XY 43"
61,"M",1107,"Celibataire",0,"0","3630 DY 68"
26,"M",578,"En Couple",4,"0","5586 PN 35"
34,"F",1095,"Celibataire",2,"0","9326 AS 72"
71,"F",951,"En Couple",4,"1","541 QW 24"
68,"F",1230,"En Couple",1,"1","974 ZH 70"
72,"M",776,"En Couple",4,"0","9075 PY 29"
84,"M",550,"Celibataire",0,"0","1610 SH 55"
44,"M",722,"En Couple",3,"0","291 MA 34"
20,"F",1363,"En Couple",3,"0","8680 ZC 53"
58,"M",799,"Celibataire",0,"0","8858 IV 98"
58,"F",960,"En Couple",1,"1","920 DW 58"
18,"M",960,"Celibataire",2,"0","6742 FO 15"
25,"F",704,"Celibataire",0,"0","2270 CW 16"
19,"M",795,"En Couple",1,"0","6920 PK 59"
44,"M",861,"Celibataire",0,"0","5327 RI 90"
36,"M",573,"En Couple",2,"0","5874 KQ 84"
38,"M",960,"En Couple",1,"0","3662 MB 82"
20,"M",1319,"En Couple",3,"0","232 XC 94"
51,"M",1192,"En Couple",2,"0","7332 IZ 66"
31,"M",932,"En Couple",2,"0","7579 QY 78"
55,"M",998,"En Couple",1,"0","7518 WN 34"
44,"M",1127,"Celibataire",0,"0","3163 QP 61"
38,"M",562,"En Couple",3,"1","2028 RD 77"
56,"M",1102,"Celibataire",0,"0","1499 VV 68"
22,"M",1117,"En Couple",0,"0","5497 IC 77"
41,"M",570,"Celibataire",2,"0","115 JJ 70"
23,"M",1254,"En Couple",2,"1","6824 DN 13"
48,"M",943,"En Couple",0,"0","9469 RX 65"
31,"M",1373,"En Couple",0,"0","4399 JI 84"
20,"M",1076,"En Couple",4,"0","3083 CA 82"
40,"M",1061,"Celibataire",0,"0","1745 PE 91"
59,"F",1357,"En Couple",0,"0","4981 ZE 19"
55,"M",913,"En Couple",2,"0","6795 EX 93"
66,"M",793,"Celibataire",0,"0","24 AP 73"
26,"M",598,"En Couple",3,"0","6890 IX 13"
20,"M",768,"En Couple",2,"1","9638 XA 89"
21,"F",599,"Celibataire",0,"0","9892 CD 98"
62,"F",1242,"En Couple",1,"0","7266 GG 40"
49,"F",549,"Celibataire",0,"0","359 CE 78"
31,"F",727,"En Couple",0,"0","4643 HI 13"
19,"F",590,"En Couple",2,"0","2553 ZW 10"
22,"M",1007,"En Couple",3,"0","3076 XE 51"
50,"M",1377,"En Couple",3,"0","8781 BE 72"
63,"F",592,"En Couple",2,"0","1947 AW 54"
74,"M",1398,"En Couple",2,"0","4494 SP 57"
30,"M",1254,"En Couple",3,"0","554 GK 85"
65,"F",719,"En Couple",2,"0","9378 FB 26"
49,"M",1278,"En Couple",1,"0","5276 WR 53"
50,"F",1194,"En Couple",4,"0","3273 EV 31"
83,"M",933,"En Couple",1,"0","8178 LS 17"
18,"F",584,"En Couple",3,"1","2265 YW 10"
35,"M",803,"Celibataire",0,"0","8057 FA 87"
34,"M",1132,"En Couple",0,"0","4980 BL 93"
33,"M",1123,"En Couple",2,"0","5599 DK 79"
27,"M",702,"Celibataire",0,"0","8722 IP 77"
31,"M",776,"Celibataire",0,"0","3479 QP 11"
60,"M",1070,"En Couple",1,"0","2964 IF 31"
52,"M",1240,"En Couple",2,"0","4715 NV 79"
79,"M",575,"En Couple",2,"0","9574 EU 42"
54,"M",916,"En Couple",3,"0","46 SM 31"
41,"F",959,"Celibataire",0,"0","2350 MD 39"
51,"F",581,"En Couple",2,"0","3376 MB 90"
20,"F",725,"Celibataire",0,"0","5923 LZ 19"
42,"F",558,"En Couple",2,"1","7189 QR 59"
21,"F",1315,"En Couple",4,"0","5113 BZ 83"
36,"F",855,"En Couple",0,"0","2684 WV 56"
55,"F",573,"En Couple",4,"0","9820 MR 32"
24,"M",794,"Celibataire",0,"0","1613 MM 21"
33,"M",815,"En Couple",1,"0","9986 AV 40"
37,"M",756,"En Couple",0,"0","723 TX 73"
26,"F",998,"En Couple",4,"0","7788 NI 31"
38,"M",1087,"En Couple",0,"0","4942 CK 69"
56,"M",745,"En Couple",2,"0","4383 GG 86"
32,"M",1245,"Celibataire",0,"0","6920 JS 50"
56,"M",1186,"Celibataire",0,"0","17 UU 64"
24,"M",581,"Celibataire",0,"0","4423 PD 32"
20,"F",711,"En Couple",2,"0","8164 OY 21"
49,"M",1060,"En Couple",2,"0","6905 CJ 10"
23,"M",575,"En Couple",1,"0","1834 SY 64"
31,"F",588,"En Couple",0,"1","310 GM 88"
23,"M",1337,"En Couple",1,"1","8774 FP 14"
61,"M",553,"En Couple",2,"0","5672 NR 96"
28,"F",587,"En Couple",0,"0","3174 WM 95"
24,"M",1298,"En Couple",4,"1","1249 SR 61"
38,"M",1183,"En Couple",1,"1","3277 ZL 56"
30,"F",544,"Celibataire",0,"0","6602 PG 51"
42,"M",593,"En Couple",3,"0","6145 PL 38"
42,"F",574,"En Couple",1,"0","4695 QH 62"
33,"M",1068,"En Couple",4,"0","1063 SU 30"
26,"M",1250,"Celibataire",0,"0","8994 LQ 23"
20,"F",1270,"Celibataire",0,"0","7306 MX 35"
22,"M",547,"En Couple",2,"0","2845 EM 88"
25,"M",901,"En Couple",1,"0","5948 DJ 98"
32,"M",1208,"Celibataire",0,"0","5985 WZ 50"
27,"F",733,"En Couple",2,"0","4214 MW 35"
33,"M",567,"En Couple",3,"0","8770 DL 57"
60,"M",891,"En Couple",2,"0","1297 OB 52"
62,"M",563,"En Couple",3,"1","3482 BF 87"
51,"M",825,"En Couple",4,"0","3982 KX 10"
70,"M",1128,"En Couple",2,"0","6895 XZ 93"
22,"M",920,"En Couple",1,"0","590 DL 28"
21,"M",1023,"En Couple",2,"0","599 GI 32"
27,"M",939,"En Couple",0,"1","1585 LQ 89"
28,"M",1083,"En Couple",0,"0","2207 UX 34"
45,"M",1267,"En Couple",0,"0","493 TS 64"
47,"M",827,"En Couple",1,"0","1608 SB 14"
21,"M",552,"En Couple",1,"0","5949 TX 32"
51,"M",1168,"En Couple",3,"0","758 IQ 35"
45,"M",980,"Celibataire",0,"0","4193 IJ 86"
18,"F",1003,"Celibataire",0,"0","3711 NS 22"
44,"M",1250,"Celibataire",2,"0","8946 OD 37"
50,"F",1106,"En Couple",2,"0","409 WH 13"
49,"M",701,"Celibataire",0,"0","9279 QW 89"
38,"M",1057,"En Couple",4,"0","2437 MY 26"
57,"M",559,"Celibataire",0,"0","2270 NH 70"
83,"F",1021,"Celibataire",0,"0","7591 EJ 74"
66,"M",1129,"Celibataire",0,"0","1354 EQ 94"
71,"F",815,"Celibataire",0,"0","7693 EH 47"
39,"M",1139,"En Couple",1,"0","4632 VB 16"
23,"F",1350,"En Couple",3,"0","377 ID 13"
22,"M",1305,"En Couple",0,"0","6906 KJ 97"
67,"M",1103,"En Couple",2,"0","4967 AX 22"
19,"M",934,"En Couple",1,"0","1546 GG 64"
45,"F",704,"En Couple",2,"0","3104 KZ 75"
68,"M",1190,"En Couple",0,"0","2989 WV 10"
72,"M",778,"En Couple",3,"0","2134 JJ 30"
41,"M",950,"En Couple",2,"1","1812 NT 41"
82,"F",571,"En Couple",2,"1","7852 MW 29"
47,"M",582,"En Couple",2,"0","6441 PS 60"
18,"F",551,"En Couple",0,"0","713 XQ 14"
71,"M",779,"En Couple",0,"0","5585 HP 30"
33,"F",558,"En Couple",2,"0","3932 TJ 26"
71,"M",1331,"En Couple",1,"0","8767 HB 26"
62,"M",1217,"En Couple",2,"0","2671 PQ 17"
45,"M",860,"Celibataire",0,"0","1374 OF 43"
44,"F",1001,"En Couple",3,"0","114 ZP 35"
25,"M",734,"Celibataire",1,"0","1030 TA 34"
78,"M",567,"Celibataire",0,"0","1994 SI 56"
43,"M",554,"En Couple",0,"1","3085 CV 20"
53,"M",563,"En Couple",1,"0","3880 UA 95"
21,"M",1326,"En Couple",4,"1","9503 RL 48"
50,"F",573,"En Couple",1,"1","1127 NG 95"
26,"M",917,"Celibataire",0,"0","9753 LK 58"
53,"F",1038,"Celibataire",0,"0","3674 AA 66"
26,"M",553,"Celibataire",0,"0","9542 JW 77"
35,"M",551,"En Couple",1,"0","5567 YT 45"
28,"F",588,"En Couple",2,"1","2874 UA 56"
48,"M",581,"Celibataire",0,"0","5999 AX 98"
66,"M",983,"En Couple",2,"0","1511 WB 78"
70,"M",1074,"En Couple",2,"0","2784 TX 92"
58,"F",869,"En Couple",2,"0","4104 FE 39"
28,"M",710,"En Couple",1,"0","7628 YI 88"
52,"M",597,"Celibataire",0,"0","6405 LU 12"
59,"M",574,"En Couple",4,"1","2906 GO 54"
40,"M",580,"Celibataire",0,"0","7085 PP 76"
44,"M",880,"Celibataire",0,"0","3626 WC 34"
60,"F",584,"Celibataire",0,"0","2216 EU 79"
73,"M",553,"Celibataire",0,"0","6456 PC 86"
22,"M",718,"En Couple",4,"0","3662 JP 30"
50,"M",583,"Celibataire",3,"0","3844 MT 50"
31,"F",547,"En Couple",4,"0","4503 GZ 91"
20,"F",946,"En Couple",1,"1","4551 MV 67"
42,"M",1359,"En Couple",1,"0","5025 SP 50"
21,"M",595,"En Couple",1,"0","6626 TX 24"
44,"M",1331,"En Couple",0,"0","475 MH 96"
35,"F",744,"Celibataire",0,"0","3295 QT 27"
50,"M",1082,"Celibataire",0,"0","9545 XM 32"
21,"F",813,"En Couple",2,"0","3667 XB 93"
29,"M",955,"En Couple",4,"0","7029 GW 92"
25,"F",1287,"En Couple",0,"0","3389 QN 75"
61,"F",783,"En Couple",0,"0","349 GY 60"
52,"F",586,"En Couple",1,"0","1082 IL 33"
24,"M",872,"Celibataire",0,"0","5010 WG 79"
75,"F",1019,"En Couple",2,"0","9621 CX 78"
42,"M",547,"En Couple",3,"0","7980 LK 91"
80,"M",1373,"En Couple",1,"0","987 XQ 75"
24,"M",1230,"En Couple",1,"0","2737 FU 61"
38,"M",1375,"En Couple",0,"1","8535 LO 76"
29,"F",1284,"En Couple",4,"0","9325 YJ 34"
50,"F",1268,"En Couple",0,"0","3238 DR 49"
64,"M",1287,"En Couple",0,"0","5022 TE 59"
19,"M",1030,"En Couple",3,"0","8310 XN 41"
84,"F",890,"En Couple",3,"0","9549 WT 32"
25,"M",932,"Celibataire",0,"0","6190 QZ 91"
45,"F",583,"Celibataire",0,"0","7315 TA 20"
45,"M",596,"Celibataire",0,"0","6813 FN 63"
29,"M",1180,"En Couple",4,"0","2487 XU 30"
69,"M",583,"En Couple",4,"0","1808 GB 82"
23,"M",549,"En Couple",0,"1","9072 CY 97"
77,"F",567,"En Couple",4,"0","5969 SE 25"
27,"M",996,"Celibataire",3,"0","7816 PT 40"
65,"M",969,"En Couple",2,"0","4852 BB 59"
50,"M",1115,"Celibataire",0,"0","8430 QY 84"
21,"M",579,"Celibataire",1,"0","2199 OG 70"
75,"M",562,"En Couple",2,"0","1146 QY 40"
47,"M",785,"Celibataire",0,"0","9033 UE 98"
61,"F",566,"En Couple",0,"1","7150 TC 46"
83,"M",1138,"En Couple",3,"0","1456 DB 66"
35,"F",553,"En Couple",1,"0","8159 HZ 92"
22,"F",559,"Celibataire",2,"0","5689 GX 78"
40,"M",838,"En Couple",2,"0","4598 OX 10"
71,"M",881,"Celibataire",0,"0","4510 CG 86"
27,"F",571,"Celibataire",0,"0","3817 EH 77"
22,"M",1013,"En Couple",3,"0","4024 NC 70"
63,"F",973,"En Couple",1,"0","3535 NG 66"
29,"F",576,"Celibataire",0,"0","3060 XW 52"
50,"M",1025,"En Couple",0,"1","5326 YH 55"
80,"F",1276,"En Couple",3,"0","5085 EG 72"
64,"M",591,"En Couple",0,"0","8618 UC 72"
30,"M",1089,"En Couple",0,"0","9785 MZ 83"
50,"M",916,"En Couple",1,"0","1326 SM 67"
51,"M",863,"En Couple",1,"0","4305 BI 30"
21,"F",911,"En Couple",4,"1","5632 KA 67"
35,"M",1047,"En Couple",2,"0","6264 HA 27"
71,"M",850,"En Couple",0,"0","2707 PE 46"
66,"M",965,"En Couple",3,"0","2082 FP 27"
41,"M",1235,"En Couple",0,"0","9754 MD 63"
74,"M",569,"En Couple",0,"0","7763 TI 51"
27,"M",573,"Celibataire",0,"0","6809 QV 54"
69,"F",1336,"En Couple",0,"0","6818 QD 33"
35,"M",852,"En Couple",1,"0","3695 VY 42"
53,"M",578,"Celibataire",0,"0","3642 WQ 69"
43,"F",1096,"Celibataire",0,"0","6690 JT 64"
59,"M",713,"En Couple",1,"0","9371 OE 43"
58,"M",811,"En Couple",2,"0","4309 YE 47"
41,"F",573,"En Couple",1,"0","1341 YU 70"
49,"M",928,"En Couple",4,"1","5264 QX 97"
46,"M",1070,"En Couple",2,"0","5932 VT 22"
45,"M",1294,"En Couple",4,"0","766 GO 52"
39,"M",973,"Celibataire",0,"0","683 TN 23"
20,"M",910,"En Couple",3,"0","4243 QC 70"
22,"M",598,"En Couple",2,"0","9110 XE 36"
20,"M",581,"En Couple",3,"1","6864 ZB 29"
42,"M",587,"En Couple",1,"1","5772 RV 86"
54,"F",869,"Celibataire",2,"0","6078 EA 56"
64,"M",1151,"En Couple",3,"0","9440 UB 35"
37,"M",1023,"En Couple",4,"0","7634 HD 24"
48,"F",977,"En Couple",0,"0","6499 QP 46"
42,"M",893,"En Couple",3,"0","6866 OM 26"
78,"M",581,"En Couple",3,"0","2684 XA 86"
49,"F",859,"En Couple",4,"0","2330 UL 42"
18,"M",1210,"En Couple",2,"0","122 ZW 50"
56,"M",915,"En Couple",3,"0","5971 FP 73"
21,"M",1022,"En Couple",2,"0","8462 VL 71"
55,"F",1112,"En Couple",0,"0","116 JG 62"
58,"F",724,"En Couple",3,"0","7103 XW 22"
28,"M",771,"En Couple",3,"0","3336 AG 66"
62,"M",1255,"En Couple",1,"0","5538 ZO 48"
29,"M",1111,"Celibataire",0,"0","2112 JA 30"
19,"M",1079,"En Couple",0,"0","3220 MF 50"
69,"M",1067,"Celibataire",0,"0","3541 SN 48"
24,"M",779,"Celibataire",1,"0","6582 WP 60"
57,"M",1381,"En Couple",1,"1","3592 MP 89"
64,"M",550,"En Couple",1,"1","757 MH 31"
24,"M",595,"En Couple",1,"0","2255 QN 42"
28,"M",550,"En Couple",0,"0","6073 YM 24"
35,"M",1180,"En Couple",1,"0","9286 NA 91"
22,"M",596,"En Couple",0,"0","8759 IY 62"
26,"F",558,"En Couple",2,"0","5826 VY 97"
45,"M",1222,"En Couple",1,"0","383 NV 33"
49,"M",799,"En Couple",0,"0","5704 MB 52"
27,"M",1226,"Celibataire",0,"0","6901 OU 72"
53,"F",1366,"En Couple",4,"0","2629 OH 74"
56,"M",582,"Celibataire",0,"0","3583 ZS 74"
63,"M",1025,"En Couple",1,"0","6578 WL 68"
70,"M",1068,"En Couple",0,"0","3033 JZ 76"
29,"M",1227,"En Couple",1,"0","9721 UZ 10"
51,"M",552,"En Couple",4,"0","6362 PF 92"
42,"M",545,"En Couple",2,"0","8921 TY 79"
30,"M",554,"Celibataire",0,"0","4378 KI 13"
23,"F",940,"Celibataire",2,"0","936 JG 65"
38,"M",578,"En Couple",4,"0","8892 HE 40"
33,"M",1313,"En Couple",2,"0","8044 MB 62"
41,"F",559,"En Couple",1,"0","2306 DI 53"
33,"M",592,"En Couple",0,"0","3741 UB 27"
27,"M",1309,"Celibataire",0,"0","2602 RD 75"
29,"F",1128,"Celibataire",0,"0","481 JZ 23"
58,"F",566,"En Couple",2,"0","1820 ZQ 27"
30,"M",591,"Celibataire",0,"0","7376 XC 79"
42,"F",1095,"Celibataire",3,"0","6398 CN 14"
28,"M",1133,"Celibataire",0,"0","1019 SS 77"
52,"M",599,"Celibataire",0,"0","4917 DM 11"
57,"M",829,"En Couple",1,"0","5851 SE 50"
18,"F",780,"En Couple",4,"0","3399 QH 43"
68,"M",847,"Celibataire",0,"0","7172 UZ 33"
27,"F",1158,"En Couple",2,"1","8981 SK 88"
49,"M",752,"Celibataire",0,"0","570 YK 57"
81,"M",1185,"En Couple",0,"0","4010 MQ 43"
84,"F",575,"Celibataire",0,"0","2046 NY 65"
39,"F",1188,"Celibataire",0,"0","7340 NQ 21"
21,"M",962,"En Couple",3,"0","5692 CY 24"
35,"M",825,"Celibataire",0,"0","3943 JY 28"
42,"M",550,"En Couple",1,"0","5001 ZM 69"
43,"F",1373,"En Couple",2,"1","5849 WQ 25"
59,"M",556,"En Couple",1,"0","9003 VX 38"
20,"M",1090,"Celibataire",0,"0","5644 LR 98"
84,"F",550,"Celibataire",0,"0","5860 BY 48"
27,"F",591,"En Couple",1,"0","7381 LB 78"
28,"M",1351,"En Couple",0,"0","5005 TI 32"
29,"M",547,"Celibataire",0,"0","7730 HP 72"
22,"M",594,"Celibataire",0,"0","1509 JH 94"
33,"M",1326,"Celibataire",0,"0","281 II 63"
50,"M",1049,"En Couple",0,"0","7323 PI 57"
30,"M",560,"En Couple",4,"0","5885 VB 74"
66,"F",1081,"En Couple",3,"0","4393 SE 73"
18,"F",586,"En Couple",0,"0","9409 FY 76"
22,"F",1307,"En Couple",3,"0","9466 SR 88"
18,"M",1229,"En Couple",2,"1","2091 PR 94"
18,"M",894,"En Couple",1,"0","7577 UL 46"
42,"F",1349,"En Couple",1,"0","9837 LF 46"
45,"M",562,"En Couple",0,"1","1844 JQ 66"
60,"M",1198,"En Couple",0,"0","7336 IR 17"
27,"F",1316,"En Couple",3,"1","6467 HR 62"
53,"M",551,"Celibataire",0,"0","5131 AS 89"
43,"M",1192,"En Couple",1,"1","2446 VF 85"
41,"F",589,"En Couple",0,"0","98 OH 48"
33,"M",1081,"En Couple",4,"0","5994 RY 79"
48,"F",778,"Celibataire",3,"0","5652 FY 72"
39,"M",592,"En Couple",4,"0","3486 SJ 68"
58,"M",929,"Celibataire",0,"0","1963 PX 26"
24,"M",579,"Celibataire",0,"0","6133 MJ 49"
46,"M",844,"En Couple",0,"0","6145 KG 50"
67,"F",554,"Celibataire",0,"0","5959 TU 25"
51,"M",1220,"Celibataire",3,"0","5861 SL 74"
80,"F",593,"Celibataire",0,"0","5569 PA 43"
41,"F",1120,"En Couple",1,"0","1762 PT 82"
46,"M",1036,"En Couple",2,"0","2432 LD 39"
22,"M",752,"En Couple",0,"0","6351 BC 48"
47,"F",1356,"En Couple",2,"0","7584 PO 38"
80,"M",900,"Celibataire",0,"0","7517 VB 32"
50,"F",552,"En Couple",2,"0","5438 GN 34"
21,"M",595,"Celibataire",0,"0","1139 DC 83"
25,"F",1263,"En Couple",2,"1","7072 TP 27"
22,"F",1031,"En Couple",0,"0","5852 CO 23"
82,"M",592,"Celibataire",0,"0","9505 JN 72"
28,"F",1025,"En Couple",1,"0","1148 YU 91"
43,"M",1074,"En Couple",0,"0","780 XD 77"
75,"M",897,"En Couple",0,"1","8209 KA 20"
56,"M",573,"En Couple",2,"0","6473 YQ 18"
23,"F",1103,"En Couple",1,"0","5821 WB 89"
45,"M",887,"En Couple",4,"1","2042 WT 83"
42,"M",567,"Celibataire",1,"0","5825 LT 55"
79,"F",1375,"En Couple",4,"0","3764 IU 10"
36,"F",565,"En Couple",0,"1","6844 DD 25"
25,"M",1345,"En Couple",2,"1","940 OF 78"
26,"F",553,"Celibataire",0,"0","1539 SP 97"
51,"F",1115,"En Couple",0,"0","6422 AV 74"
30,"M",1328,"En Couple",1,"1","7612 OM 62"
52,"F",882,"Celibataire",0,"0","2869 BN 95"
35,"M",1334,"Celibataire",0,"0","756 FA 71"
80,"F",592,"En Couple",4,"0","8736 KI 63"
28,"F",1051,"En Couple",1,"0","9839 GI 16"
76,"F",1295,"Celibataire",0,"0","8447 AE 32"
78,"F",1162,"En Couple",1,"0","1384 MZ 65"
33,"F",757,"Celibataire",0,"0","5811 DK 15"
22,"F",1223,"En Couple",2,"1","1655 JB 14"
55,"F",1288,"Celibataire",0,"0","5190 NZ 28"
37,"M",918,"En Couple",3,"0","9016 GT 27"
19,"M",754,"En Couple",0,"0","6835 TD 60"
65,"F",1246,"Celibataire",0,"0","3542 DL 16"
31,"M",1079,"En Couple",1,"0","4029 QZ 19"
23,"M",816,"En Couple",3,"0","7105 KH 68"
20,"M",1297,"Celibataire",0,"0","7527 CD 66"
22,"M",1176,"Celibataire",0,"0","7693 YT 21"
27,"M",1058,"En Couple",0,"0","2799 LL 26"
32,"M",1195,"Celibataire",0,"0","2983 WT 95"
48,"M",975,"En Couple",3,"0","3025 EP 69"
20,"M",905,"Celibataire",0,"0","7228 GR 28"
54,"M",1091,"En Couple",3,"0","4525 YC 49"
18,"F",1038,"Celibataire",0,"0","5831 XV 56"
37,"M",1323,"Celibataire",0,"0","9419 SQ 85"
58,"M",983,"En Couple",3,"0","3952 LK 74"
79,"M",1213,"Celibataire",0,"0","4284 DG 24"
80,"F",1394,"En Couple",1,"0","3962 IR 97"
39,"F",550,"En Couple",0,"1","3200 BG 79"
26,"F",576,"Celibataire",0,"0","7869 RI 27"
23,"F",587,"Celibataire",0,"0","3125 CE 32"
18,"F",952,"En Couple",0,"0","3997 AH 54"
54,"M",1004,"En Couple",0,"0","3898 AI 51"
31,"F",574,"Celibataire",0,"0","1774 KM 38"
39,"M",1133,"Celibataire",0,"0","1063 VL 69"
47,"M",1245,"Celibataire",0,"0","4391 LZ 56"
56,"F",580,"En Couple",1,"1","5490 HC 98"
62,"M",1245,"En Couple",0,"0","3678 MN 28"
